'Time and date','Cz..'
'[16:15:03.881 12/08/2009]',30.000
'[16:15:03.888 12/08/2009]',60.000
'[16:15:03.894 12/08/2009]',54.000
'[16:15:03.900 12/08/2009]',16.000
'[16:15:03.906 12/08/2009]',18.000
'[16:15:03.913 12/08/2009]',-3.000
'[16:15:03.919 12/08/2009]',17.000
'[16:15:03.925 12/08/2009]',24.000
'[16:15:03.931 12/08/2009]',13.000
'[16:15:03.938 12/08/2009]',29.000
'[16:15:03.944 12/08/2009]',16.000
'[16:15:03.950 12/08/2009]',42.000
'[16:15:03.956 12/08/2009]',77.000
'[16:15:03.963 12/08/2009]',71.000
'[16:15:03.969 12/08/2009]',79.000
'[16:15:03.975 12/08/2009]',65.000
'[16:15:03.981 12/08/2009]',64.000
'[16:15:03.988 12/08/2009]',24.000
'[16:15:03.994 12/08/2009]',20.000
'[16:15:04.000 12/08/2009]',7.000
'[16:15:04.006 12/08/2009]',7.000
'[16:15:04.013 12/08/2009]',-13.000
'[16:15:04.019 12/08/2009]',-7.000
'[16:15:04.025 12/08/2009]',-36.000
'[16:15:04.031 12/08/2009]',-50.000
'[16:15:04.038 12/08/2009]',-41.000
'[16:15:04.044 12/08/2009]',-46.000
'[16:15:04.050 12/08/2009]',-47.000
'[16:15:04.056 12/08/2009]',-31.000
'[16:15:04.063 12/08/2009]',-24.000
'[16:15:04.069 12/08/2009]',0.000
'[16:15:04.075 12/08/2009]',17.000
'[16:15:04.081 12/08/2009]',20.000
'[16:15:04.088 12/08/2009]',35.000
'[16:15:04.094 12/08/2009]',37.000
'[16:15:04.100 12/08/2009]',23.000
'[16:15:04.106 12/08/2009]',31.000
'[16:15:04.113 12/08/2009]',24.000
'[16:15:04.119 12/08/2009]',34.000
'[16:15:04.125 12/08/2009]',51.000
'[16:15:04.131 12/08/2009]',43.000
'[16:15:04.138 12/08/2009]',45.000
'[16:15:04.144 12/08/2009]',23.000
'[16:15:04.150 12/08/2009]',22.000
'[16:15:04.156 12/08/2009]',-3.000
'[16:15:04.163 12/08/2009]',1.000
'[16:15:04.169 12/08/2009]',10.000
'[16:15:04.175 12/08/2009]',5.000
'[16:15:04.181 12/08/2009]',13.000
'[16:15:04.188 12/08/2009]',23.000
'[16:15:04.194 12/08/2009]',17.000
'[16:15:04.200 12/08/2009]',5.000
'[16:15:04.206 12/08/2009]',-1.000
'[16:15:04.213 12/08/2009]',-1.000
'[16:15:04.219 12/08/2009]',4.000
'[16:15:04.225 12/08/2009]',1.000
'[16:15:04.231 12/08/2009]',14.000
'[16:15:04.238 12/08/2009]',18.000
'[16:15:04.244 12/08/2009]',18.000
'[16:15:04.250 12/08/2009]',6.000
'[16:15:04.256 12/08/2009]',25.000
'[16:15:04.263 12/08/2009]',6.000
'[16:15:04.269 12/08/2009]',23.000
'[16:15:04.275 12/08/2009]',24.000
'[16:15:04.281 12/08/2009]',16.000
'[16:15:04.288 12/08/2009]',26.000
'[16:15:04.294 12/08/2009]',46.000
'[16:15:04.300 12/08/2009]',56.000
'[16:15:04.306 12/08/2009]',45.000
'[16:15:04.313 12/08/2009]',36.000
'[16:15:04.319 12/08/2009]',51.000
'[16:15:04.325 12/08/2009]',62.000
'[16:15:04.331 12/08/2009]',44.000
'[16:15:04.338 12/08/2009]',46.000
'[16:15:04.344 12/08/2009]',28.000
'[16:15:04.350 12/08/2009]',36.000
'[16:15:04.356 12/08/2009]',26.000
'[16:15:04.363 12/08/2009]',23.000
'[16:15:04.369 12/08/2009]',-8.000
'[16:15:04.375 12/08/2009]',-13.000
'[16:15:04.381 12/08/2009]',-6.000
'[16:15:04.388 12/08/2009]',-11.000
'[16:15:04.394 12/08/2009]',7.000
'[16:15:04.400 12/08/2009]',-2.000
'[16:15:04.406 12/08/2009]',8.000
'[16:15:04.413 12/08/2009]',36.000
'[16:15:04.419 12/08/2009]',56.000
'[16:15:04.425 12/08/2009]',71.000
'[16:15:04.431 12/08/2009]',78.000
'[16:15:04.438 12/08/2009]',90.000
'[16:15:04.444 12/08/2009]',81.000
'[16:15:04.450 12/08/2009]',75.000
'[16:15:04.456 12/08/2009]',88.000
'[16:15:04.463 12/08/2009]',49.000
'[16:15:04.469 12/08/2009]',31.000
'[16:15:04.475 12/08/2009]',26.000
'[16:15:04.481 12/08/2009]',0.000
'[16:15:04.488 12/08/2009]',-24.000
'[16:15:04.494 12/08/2009]',-28.000
'[16:15:04.500 12/08/2009]',-61.000
'[16:15:04.506 12/08/2009]',-67.000
'[16:15:04.513 12/08/2009]',-79.000
'[16:15:04.519 12/08/2009]',-72.000
'[16:15:04.525 12/08/2009]',-88.000
'[16:15:04.531 12/08/2009]',-84.000
'[16:15:04.538 12/08/2009]',-78.000
'[16:15:04.544 12/08/2009]',-83.000
'[16:15:04.550 12/08/2009]',-98.000
'[16:15:04.556 12/08/2009]',-97.000
'[16:15:04.563 12/08/2009]',-72.000
'[16:15:04.569 12/08/2009]',-32.000
'[16:15:04.575 12/08/2009]',12.000
'[16:15:04.581 12/08/2009]',83.000
'[16:15:04.588 12/08/2009]',113.000
'[16:15:04.594 12/08/2009]',64.000
'[16:15:04.600 12/08/2009]',20.000
'[16:15:04.606 12/08/2009]',-13.000
'[16:15:04.613 12/08/2009]',-41.000
'[16:15:04.619 12/08/2009]',-53.000
'[16:15:04.625 12/08/2009]',-49.000
'[16:15:04.631 12/08/2009]',-41.000
'[16:15:04.638 12/08/2009]',-23.000
'[16:15:04.644 12/08/2009]',-32.000
'[16:15:04.650 12/08/2009]',-50.000
'[16:15:04.656 12/08/2009]',-35.000
'[16:15:04.663 12/08/2009]',-49.000
'[16:15:04.669 12/08/2009]',-35.000
'[16:15:04.675 12/08/2009]',-35.000
'[16:15:04.681 12/08/2009]',-63.000
'[16:15:04.688 12/08/2009]',-62.000
'[16:15:04.694 12/08/2009]',-44.000
'[16:15:04.700 12/08/2009]',-42.000
'[16:15:04.706 12/08/2009]',-28.000
'[16:15:04.713 12/08/2009]',-39.000
'[16:15:04.719 12/08/2009]',-18.000
'[16:15:04.725 12/08/2009]',-41.000
'[16:15:04.731 12/08/2009]',-45.000
'[16:15:04.738 12/08/2009]',-38.000
'[16:15:04.744 12/08/2009]',0.000
'[16:15:04.750 12/08/2009]',10.000
'[16:15:04.756 12/08/2009]',35.000
'[16:15:04.763 12/08/2009]',36.000
'[16:15:04.769 12/08/2009]',67.000
'[16:15:04.775 12/08/2009]',62.000
'[16:15:04.781 12/08/2009]',73.000
'[16:15:04.788 12/08/2009]',112.000
'[16:15:04.794 12/08/2009]',93.000
'[16:15:04.800 12/08/2009]',91.000
'[16:15:04.806 12/08/2009]',58.000
'[16:15:04.813 12/08/2009]',73.000
'[16:15:04.819 12/08/2009]',80.000
'[16:15:04.825 12/08/2009]',44.000
'[16:15:04.831 12/08/2009]',46.000
'[16:15:04.838 12/08/2009]',29.000
'[16:15:04.844 12/08/2009]',37.000
'[16:15:04.850 12/08/2009]',24.000
'[16:15:04.856 12/08/2009]',-3.000
'[16:15:04.863 12/08/2009]',-18.000
'[16:15:04.869 12/08/2009]',-20.000
'[16:15:04.875 12/08/2009]',-36.000
'[16:15:04.881 12/08/2009]',-70.000
'[16:15:04.888 12/08/2009]',-68.000
'[16:15:04.894 12/08/2009]',-79.000
'[16:15:04.900 12/08/2009]',-51.000
'[16:15:04.906 12/08/2009]',-62.000
'[16:15:04.913 12/08/2009]',-53.000
'[16:15:04.919 12/08/2009]',-32.000
'[16:15:04.925 12/08/2009]',-52.000
'[16:15:04.931 12/08/2009]',-52.000
'[16:15:04.938 12/08/2009]',-59.000
'[16:15:04.944 12/08/2009]',-54.000
'[16:15:04.950 12/08/2009]',-69.000
'[16:15:04.956 12/08/2009]',-87.000
'[16:15:04.963 12/08/2009]',-84.000
'[16:15:04.969 12/08/2009]',-74.000
'[16:15:04.975 12/08/2009]',-71.000
'[16:15:04.981 12/08/2009]',-83.000
'[16:15:04.988 12/08/2009]',-74.000
'[16:15:04.994 12/08/2009]',-72.000
'[16:15:05.000 12/08/2009]',-50.000
'[16:15:05.006 12/08/2009]',-58.000
'[16:15:05.013 12/08/2009]',-73.000
'[16:15:05.019 12/08/2009]',-55.000
'[16:15:05.025 12/08/2009]',-45.000
'[16:15:05.031 12/08/2009]',-40.000
'[16:15:05.038 12/08/2009]',-16.000
'[16:15:05.044 12/08/2009]',-33.000
'[16:15:05.050 12/08/2009]',-55.000
'[16:15:05.056 12/08/2009]',-26.000
'[16:15:05.063 12/08/2009]',-62.000
'[16:15:05.069 12/08/2009]',-40.000
'[16:15:05.075 12/08/2009]',-58.000
'[16:15:05.081 12/08/2009]',-70.000
'[16:15:05.088 12/08/2009]',-63.000
'[16:15:05.094 12/08/2009]',-48.000
'[16:15:05.100 12/08/2009]',-51.000
'[16:15:05.106 12/08/2009]',-42.000
'[16:15:05.113 12/08/2009]',-59.000
'[16:15:05.119 12/08/2009]',-68.000
'[16:15:05.125 12/08/2009]',-63.000
'[16:15:05.131 12/08/2009]',-38.000
'[16:15:05.138 12/08/2009]',-31.000
'[16:15:05.144 12/08/2009]',-66.000
'[16:15:05.150 12/08/2009]',-51.000
'[16:15:05.156 12/08/2009]',-54.000
'[16:15:05.163 12/08/2009]',-59.000
'[16:15:05.169 12/08/2009]',-37.000
'[16:15:05.175 12/08/2009]',-9.000
'[16:15:05.181 12/08/2009]',-14.000
'[16:15:05.188 12/08/2009]',-12.000
'[16:15:05.194 12/08/2009]',-5.000
'[16:15:05.200 12/08/2009]',-16.000
'[16:15:05.206 12/08/2009]',-23.000
'[16:15:05.213 12/08/2009]',-41.000
'[16:15:05.219 12/08/2009]',-28.000
'[16:15:05.225 12/08/2009]',-32.000
'[16:15:05.231 12/08/2009]',-61.000
'[16:15:05.238 12/08/2009]',-36.000
'[16:15:05.244 12/08/2009]',-76.000
'[16:15:05.250 12/08/2009]',-85.000
'[16:15:05.256 12/08/2009]',-73.000
'[16:15:05.263 12/08/2009]',-80.000
'[16:15:05.269 12/08/2009]',-78.000
'[16:15:05.275 12/08/2009]',-70.000
'[16:15:05.281 12/08/2009]',-60.000
'[16:15:05.288 12/08/2009]',-34.000
'[16:15:05.294 12/08/2009]',-29.000
'[16:15:05.300 12/08/2009]',-15.000
'[16:15:05.306 12/08/2009]',-22.000
'[16:15:05.313 12/08/2009]',-7.000
'[16:15:05.319 12/08/2009]',12.000
'[16:15:05.325 12/08/2009]',14.000
'[16:15:05.331 12/08/2009]',13.000
'[16:15:05.338 12/08/2009]',7.000
'[16:15:05.344 12/08/2009]',-7.000
'[16:15:05.350 12/08/2009]',-11.000
'[16:15:05.356 12/08/2009]',-17.000
'[16:15:05.363 12/08/2009]',-23.000
'[16:15:05.369 12/08/2009]',-11.000
'[16:15:05.375 12/08/2009]',-6.000
'[16:15:05.381 12/08/2009]',5.000
'[16:15:05.388 12/08/2009]',29.000
'[16:15:05.394 12/08/2009]',40.000
'[16:15:05.400 12/08/2009]',37.000
'[16:15:05.406 12/08/2009]',26.000
'[16:15:05.413 12/08/2009]',-17.000
'[16:15:05.419 12/08/2009]',-16.000
'[16:15:05.425 12/08/2009]',-42.000
'[16:15:05.431 12/08/2009]',-38.000
'[16:15:05.438 12/08/2009]',-37.000
'[16:15:05.444 12/08/2009]',-59.000
'[16:15:05.450 12/08/2009]',-61.000
'[16:15:05.456 12/08/2009]',-48.000
'[16:15:05.463 12/08/2009]',-76.000
'[16:15:05.469 12/08/2009]',-51.000
'[16:15:05.475 12/08/2009]',-52.000
'[16:15:05.481 12/08/2009]',-11.000
'[16:15:05.488 12/08/2009]',55.000
'[16:15:05.494 12/08/2009]',115.000
'[16:15:05.500 12/08/2009]',114.000
'[16:15:05.506 12/08/2009]',61.000
'[16:15:05.513 12/08/2009]',12.000
'[16:15:05.519 12/08/2009]',2.000
'[16:15:05.525 12/08/2009]',24.000
'[16:15:05.531 12/08/2009]',17.000
'[16:15:05.538 12/08/2009]',13.000
'[16:15:05.544 12/08/2009]',30.000
'[16:15:05.550 12/08/2009]',16.000
'[16:15:05.556 12/08/2009]',44.000
'[16:15:05.563 12/08/2009]',39.000
'[16:15:05.569 12/08/2009]',42.000
'[16:15:05.575 12/08/2009]',34.000
'[16:15:05.581 12/08/2009]',44.000
'[16:15:05.588 12/08/2009]',29.000
'[16:15:05.594 12/08/2009]',9.000
'[16:15:05.600 12/08/2009]',-6.000
'[16:15:05.606 12/08/2009]',45.000
'[16:15:05.613 12/08/2009]',25.000
'[16:15:05.619 12/08/2009]',16.000
'[16:15:05.625 12/08/2009]',2.000
'[16:15:05.631 12/08/2009]',-4.000
'[16:15:05.638 12/08/2009]',14.000
'[16:15:05.644 12/08/2009]',3.000
'[16:15:05.650 12/08/2009]',-2.000
'[16:15:05.656 12/08/2009]',17.000
'[16:15:05.663 12/08/2009]',26.000
'[16:15:05.669 12/08/2009]',39.000
'[16:15:05.675 12/08/2009]',49.000
'[16:15:05.681 12/08/2009]',53.000
'[16:15:05.688 12/08/2009]',86.000
'[16:15:05.694 12/08/2009]',64.000
'[16:15:05.700 12/08/2009]',55.000
'[16:15:05.706 12/08/2009]',87.000
'[16:15:05.713 12/08/2009]',86.000
'[16:15:05.719 12/08/2009]',92.000
'[16:15:05.725 12/08/2009]',96.000
'[16:15:05.731 12/08/2009]',63.000
'[16:15:05.738 12/08/2009]',56.000
'[16:15:05.744 12/08/2009]',28.000
'[16:15:05.750 12/08/2009]',33.000
'[16:15:05.756 12/08/2009]',26.000
'[16:15:05.763 12/08/2009]',17.000
'[16:15:05.769 12/08/2009]',15.000
'[16:15:05.775 12/08/2009]',1.000
'[16:15:05.781 12/08/2009]',-8.000
'[16:15:05.788 12/08/2009]',-24.000
'[16:15:05.794 12/08/2009]',-39.000
'[16:15:05.800 12/08/2009]',-32.000
'[16:15:05.806 12/08/2009]',-23.000
'[16:15:05.813 12/08/2009]',-34.000
'[16:15:05.819 12/08/2009]',-6.000
'[16:15:05.825 12/08/2009]',-17.000
'[16:15:05.831 12/08/2009]',-25.000
'[16:15:05.838 12/08/2009]',10.000
'[16:15:05.844 12/08/2009]',11.000
'[16:15:05.850 12/08/2009]',22.000
'[16:15:05.856 12/08/2009]',42.000
'[16:15:05.863 12/08/2009]',40.000
'[16:15:05.869 12/08/2009]',66.000
'[16:15:05.875 12/08/2009]',46.000
'[16:15:05.881 12/08/2009]',40.000
'[16:15:05.888 12/08/2009]',49.000
'[16:15:05.894 12/08/2009]',36.000
'[16:15:05.900 12/08/2009]',18.000
'[16:15:05.906 12/08/2009]',23.000
'[16:15:05.913 12/08/2009]',39.000
'[16:15:05.919 12/08/2009]',-22.000
'[16:15:05.925 12/08/2009]',-23.000
'[16:15:05.931 12/08/2009]',-21.000
'[16:15:05.938 12/08/2009]',-19.000
'[16:15:05.944 12/08/2009]',-39.000
'[16:15:05.950 12/08/2009]',-44.000
'[16:15:05.956 12/08/2009]',-18.000
'[16:15:05.963 12/08/2009]',-42.000
'[16:15:05.969 12/08/2009]',-23.000
'[16:15:05.975 12/08/2009]',-42.000
'[16:15:05.981 12/08/2009]',-25.000
'[16:15:05.988 12/08/2009]',-25.000
'[16:15:05.994 12/08/2009]',-30.000
'[16:15:06.000 12/08/2009]',-43.000
'[16:15:06.006 12/08/2009]',-32.000
'[16:15:06.013 12/08/2009]',-46.000
'[16:15:06.019 12/08/2009]',-21.000
'[16:15:06.025 12/08/2009]',-22.000
'[16:15:06.031 12/08/2009]',-59.000
'[16:15:06.038 12/08/2009]',-22.000
'[16:15:06.044 12/08/2009]',-45.000
'[16:15:06.050 12/08/2009]',-70.000
'[16:15:06.056 12/08/2009]',-71.000
'[16:15:06.063 12/08/2009]',-73.000
'[16:15:06.069 12/08/2009]',-53.000
'[16:15:06.075 12/08/2009]',-45.000
'[16:15:06.081 12/08/2009]',-50.000
'[16:15:06.088 12/08/2009]',-22.000
'[16:15:06.094 12/08/2009]',-38.000
'[16:15:06.100 12/08/2009]',-47.000
'[16:15:06.106 12/08/2009]',-32.000
'[16:15:06.113 12/08/2009]',-44.000
'[16:15:06.119 12/08/2009]',-14.000
'[16:15:06.125 12/08/2009]',-34.000
'[16:15:06.131 12/08/2009]',-49.000
'[16:15:06.138 12/08/2009]',-31.000
'[16:15:06.144 12/08/2009]',-33.000
'[16:15:06.150 12/08/2009]',-38.000
'[16:15:06.156 12/08/2009]',-16.000
'[16:15:06.163 12/08/2009]',-16.000
'[16:15:06.169 12/08/2009]',-12.000
'[16:15:06.175 12/08/2009]',24.000
'[16:15:06.181 12/08/2009]',4.000
'[16:15:06.188 12/08/2009]',14.000
'[16:15:06.194 12/08/2009]',35.000
'[16:15:06.200 12/08/2009]',26.000
'[16:15:06.206 12/08/2009]',38.000
'[16:15:06.213 12/08/2009]',43.000
'[16:15:06.219 12/08/2009]',54.000
'[16:15:06.225 12/08/2009]',58.000
'[16:15:06.231 12/08/2009]',60.000
'[16:15:06.238 12/08/2009]',62.000
'[16:15:06.244 12/08/2009]',81.000
'[16:15:06.250 12/08/2009]',86.000
'[16:15:06.256 12/08/2009]',83.000
'[16:15:06.263 12/08/2009]',60.000
'[16:15:06.269 12/08/2009]',77.000
'[16:15:06.275 12/08/2009]',57.000
'[16:15:06.281 12/08/2009]',41.000
'[16:15:06.288 12/08/2009]',34.000
'[16:15:06.294 12/08/2009]',24.000
'[16:15:06.300 12/08/2009]',5.000
'[16:15:06.306 12/08/2009]',21.000
'[16:15:06.313 12/08/2009]',24.000
'[16:15:06.319 12/08/2009]',48.000
'[16:15:06.325 12/08/2009]',54.000
'[16:15:06.331 12/08/2009]',29.000
'[16:15:06.338 12/08/2009]',35.000
'[16:15:06.344 12/08/2009]',21.000
'[16:15:06.350 12/08/2009]',13.000
'[16:15:06.356 12/08/2009]',-2.000
'[16:15:06.363 12/08/2009]',-1.000
'[16:15:06.369 12/08/2009]',2.000
'[16:15:06.375 12/08/2009]',-10.000
'[16:15:06.381 12/08/2009]',-25.000
'[16:15:06.388 12/08/2009]',-36.000
'[16:15:06.394 12/08/2009]',-55.000
'[16:15:06.400 12/08/2009]',-60.000
'[16:15:06.406 12/08/2009]',-62.000
'[16:15:06.413 12/08/2009]',-68.000
'[16:15:06.419 12/08/2009]',-52.000
'[16:15:06.425 12/08/2009]',-56.000
'[16:15:06.431 12/08/2009]',-73.000
'[16:15:06.438 12/08/2009]',-38.000
'[16:15:06.444 12/08/2009]',-8.000
'[16:15:06.450 12/08/2009]',33.000
'[16:15:06.456 12/08/2009]',75.000
'[16:15:06.463 12/08/2009]',65.000
'[16:15:06.469 12/08/2009]',44.000
'[16:15:06.475 12/08/2009]',-11.000
'[16:15:06.481 12/08/2009]',-37.000
'[16:15:06.488 12/08/2009]',-1.000
'[16:15:06.494 12/08/2009]',-17.000
'[16:15:06.500 12/08/2009]',-25.000
'[16:15:06.506 12/08/2009]',-11.000
'[16:15:06.513 12/08/2009]',-8.000
'[16:15:06.519 12/08/2009]',2.000
'[16:15:06.525 12/08/2009]',20.000
'[16:15:06.531 12/08/2009]',3.000
'[16:15:06.538 12/08/2009]',-4.000
'[16:15:06.544 12/08/2009]',11.000
'[16:15:06.550 12/08/2009]',-2.000
'[16:15:06.556 12/08/2009]',0.000
'[16:15:06.563 12/08/2009]',-1.000
'[16:15:06.569 12/08/2009]',-18.000
'[16:15:06.575 12/08/2009]',-24.000
'[16:15:06.581 12/08/2009]',4.000
'[16:15:06.588 12/08/2009]',2.000
'[16:15:06.594 12/08/2009]',26.000
'[16:15:06.600 12/08/2009]',28.000
'[16:15:06.606 12/08/2009]',17.000
'[16:15:06.613 12/08/2009]',6.000
'[16:15:06.619 12/08/2009]',25.000
'[16:15:06.625 12/08/2009]',61.000
'[16:15:06.631 12/08/2009]',8.000
'[16:15:06.638 12/08/2009]',40.000
'[16:15:06.644 12/08/2009]',33.000
'[16:15:06.650 12/08/2009]',29.000
'[16:15:06.656 12/08/2009]',53.000
'[16:15:06.663 12/08/2009]',2.000
'[16:15:06.669 12/08/2009]',30.000
'[16:15:06.675 12/08/2009]',37.000
'[16:15:06.681 12/08/2009]',29.000
'[16:15:06.688 12/08/2009]',22.000
'[16:15:06.694 12/08/2009]',13.000
'[16:15:06.700 12/08/2009]',3.000
'[16:15:06.706 12/08/2009]',-12.000
'[16:15:06.713 12/08/2009]',-13.000
'[16:15:06.719 12/08/2009]',-25.000
'[16:15:06.725 12/08/2009]',-43.000
'[16:15:06.731 12/08/2009]',-29.000
'[16:15:06.738 12/08/2009]',-52.000
'[16:15:06.744 12/08/2009]',-34.000
'[16:15:06.750 12/08/2009]',-17.000
'[16:15:06.756 12/08/2009]',-29.000
'[16:15:06.763 12/08/2009]',-13.000
'[16:15:06.769 12/08/2009]',-22.000
'[16:15:06.775 12/08/2009]',-29.000
'[16:15:06.781 12/08/2009]',-31.000
'[16:15:06.788 12/08/2009]',-23.000
'[16:15:06.794 12/08/2009]',-11.000
'[16:15:06.800 12/08/2009]',-16.000
'[16:15:06.806 12/08/2009]',-32.000
'[16:15:06.813 12/08/2009]',-16.000
'[16:15:06.819 12/08/2009]',-14.000
'[16:15:06.825 12/08/2009]',-27.000
'[16:15:06.831 12/08/2009]',-39.000
'[16:15:06.838 12/08/2009]',12.000
'[16:15:06.844 12/08/2009]',-17.000
'[16:15:06.850 12/08/2009]',-10.000
'[16:15:06.856 12/08/2009]',11.000
'[16:15:06.863 12/08/2009]',16.000
'[16:15:06.869 12/08/2009]',39.000
'[16:15:06.875 12/08/2009]',29.000
'[16:15:06.881 12/08/2009]',33.000
'[16:15:06.888 12/08/2009]',67.000
'[16:15:06.894 12/08/2009]',73.000
'[16:15:06.900 12/08/2009]',92.000
'[16:15:06.906 12/08/2009]',84.000
'[16:15:06.913 12/08/2009]',67.000
'[16:15:06.919 12/08/2009]',55.000
'[16:15:06.925 12/08/2009]',60.000
'[16:15:06.931 12/08/2009]',56.000
'[16:15:06.938 12/08/2009]',73.000
'[16:15:06.944 12/08/2009]',59.000
'[16:15:06.950 12/08/2009]',31.000
'[16:15:06.956 12/08/2009]',53.000
'[16:15:06.963 12/08/2009]',38.000
'[16:15:06.969 12/08/2009]',34.000
'[16:15:06.975 12/08/2009]',18.000
'[16:15:06.981 12/08/2009]',22.000
'[16:15:06.988 12/08/2009]',26.000
'[16:15:06.994 12/08/2009]',20.000
'[16:15:07.000 12/08/2009]',-3.000
'[16:15:07.006 12/08/2009]',5.000
'[16:15:07.013 12/08/2009]',25.000
'[16:15:07.019 12/08/2009]',12.000
'[16:15:07.025 12/08/2009]',37.000
'[16:15:07.031 12/08/2009]',41.000
'[16:15:07.038 12/08/2009]',27.000
'[16:15:07.044 12/08/2009]',16.000
'[16:15:07.050 12/08/2009]',1.000
'[16:15:07.056 12/08/2009]',23.000
'[16:15:07.063 12/08/2009]',28.000
'[16:15:07.069 12/08/2009]',-21.000
'[16:15:07.075 12/08/2009]',1.000
'[16:15:07.081 12/08/2009]',1.000
'[16:15:07.088 12/08/2009]',15.000
'[16:15:07.094 12/08/2009]',-3.000
'[16:15:07.100 12/08/2009]',15.000
'[16:15:07.106 12/08/2009]',-9.000
'[16:15:07.113 12/08/2009]',2.000
'[16:15:07.119 12/08/2009]',-3.000
'[16:15:07.125 12/08/2009]',-1.000
'[16:15:07.131 12/08/2009]',-22.000
'[16:15:07.138 12/08/2009]',-9.000
'[16:15:07.144 12/08/2009]',-14.000
'[16:15:07.150 12/08/2009]',-27.000
'[16:15:07.156 12/08/2009]',-20.000
'[16:15:07.163 12/08/2009]',-16.000
'[16:15:07.169 12/08/2009]',-6.000
'[16:15:07.175 12/08/2009]',-7.000
'[16:15:07.181 12/08/2009]',6.000
'[16:15:07.188 12/08/2009]',9.000
'[16:15:07.194 12/08/2009]',24.000
'[16:15:07.200 12/08/2009]',11.000
'[16:15:07.206 12/08/2009]',10.000
'[16:15:07.213 12/08/2009]',29.000
'[16:15:07.219 12/08/2009]',35.000
'[16:15:07.225 12/08/2009]',44.000
'[16:15:07.231 12/08/2009]',31.000
'[16:15:07.238 12/08/2009]',53.000
'[16:15:07.244 12/08/2009]',31.000
'[16:15:07.250 12/08/2009]',22.000
'[16:15:07.256 12/08/2009]',-1.000
'[16:15:07.263 12/08/2009]',-18.000
'[16:15:07.269 12/08/2009]',-29.000
'[16:15:07.275 12/08/2009]',-10.000
'[16:15:07.281 12/08/2009]',-25.000
'[16:15:07.288 12/08/2009]',-20.000
'[16:15:07.294 12/08/2009]',-5.000
'[16:15:07.300 12/08/2009]',-11.000
'[16:15:07.306 12/08/2009]',24.000
'[16:15:07.313 12/08/2009]',0.000
'[16:15:07.319 12/08/2009]',-5.000
'[16:15:07.325 12/08/2009]',14.000
'[16:15:07.331 12/08/2009]',14.000
'[16:15:07.338 12/08/2009]',43.000
'[16:15:07.344 12/08/2009]',72.000
'[16:15:07.350 12/08/2009]',101.000
'[16:15:07.356 12/08/2009]',132.000
'[16:15:07.363 12/08/2009]',80.000
'[16:15:07.369 12/08/2009]',60.000
'[16:15:07.375 12/08/2009]',79.000
'[16:15:07.381 12/08/2009]',73.000
'[16:15:07.388 12/08/2009]',86.000
'[16:15:07.394 12/08/2009]',63.000
'[16:15:07.400 12/08/2009]',39.000
'[16:15:07.406 12/08/2009]',52.000
'[16:15:07.413 12/08/2009]',53.000
'[16:15:07.419 12/08/2009]',42.000
'[16:15:07.425 12/08/2009]',39.000
'[16:15:07.431 12/08/2009]',20.000
'[16:15:07.438 12/08/2009]',34.000
'[16:15:07.444 12/08/2009]',12.000
'[16:15:07.450 12/08/2009]',30.000
'[16:15:07.456 12/08/2009]',43.000
'[16:15:07.463 12/08/2009]',3.000
'[16:15:07.469 12/08/2009]',30.000
'[16:15:07.475 12/08/2009]',4.000
'[16:15:07.481 12/08/2009]',-12.000
'[16:15:07.488 12/08/2009]',2.000
'[16:15:07.494 12/08/2009]',0.000
'[16:15:07.500 12/08/2009]',11.000
'[16:15:07.506 12/08/2009]',14.000
'[16:15:07.513 12/08/2009]',-7.000
'[16:15:07.519 12/08/2009]',-13.000
'[16:15:07.525 12/08/2009]',-23.000
'[16:15:07.531 12/08/2009]',-17.000
'[16:15:07.538 12/08/2009]',-20.000
'[16:15:07.544 12/08/2009]',18.000
'[16:15:07.550 12/08/2009]',-10.000
'[16:15:07.556 12/08/2009]',8.000
'[16:15:07.563 12/08/2009]',-8.000
'[16:15:07.569 12/08/2009]',4.000
'[16:15:07.575 12/08/2009]',16.000
'[16:15:07.581 12/08/2009]',86.000
'[16:15:07.588 12/08/2009]',110.000
'[16:15:07.594 12/08/2009]',93.000
'[16:15:07.600 12/08/2009]',82.000
'[16:15:07.606 12/08/2009]',100.000
'[16:15:07.613 12/08/2009]',102.000
'[16:15:07.619 12/08/2009]',123.000
'[16:15:07.625 12/08/2009]',111.000
'[16:15:07.631 12/08/2009]',115.000
'[16:15:07.638 12/08/2009]',99.000
'[16:15:07.644 12/08/2009]',103.000
'[16:15:07.650 12/08/2009]',116.000
'[16:15:07.656 12/08/2009]',138.000
'[16:15:07.663 12/08/2009]',113.000
'[16:15:07.669 12/08/2009]',101.000
'[16:15:07.675 12/08/2009]',93.000
'[16:15:07.681 12/08/2009]',87.000
'[16:15:07.688 12/08/2009]',111.000
'[16:15:07.694 12/08/2009]',108.000
'[16:15:07.700 12/08/2009]',107.000
'[16:15:07.706 12/08/2009]',92.000
'[16:15:07.713 12/08/2009]',84.000
'[16:15:07.719 12/08/2009]',66.000
'[16:15:07.725 12/08/2009]',45.000
'[16:15:07.731 12/08/2009]',37.000
'[16:15:07.738 12/08/2009]',64.000
'[16:15:07.744 12/08/2009]',58.000
'[16:15:07.750 12/08/2009]',70.000
'[16:15:07.756 12/08/2009]',77.000
'[16:15:07.763 12/08/2009]',66.000
'[16:15:07.769 12/08/2009]',71.000
